"goal","target","Unit","Date","Value"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Proportion of births attended by skilled health personnel. Age group Total. Sex Total. Location Total","%","1999","41.6"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Proportion of births attended by skilled health personnel. Age group Total. Sex Total. Location Total","%","2003","35.2"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Proportion of births attended by skilled health personnel. Age group Total. Sex Total. Location Total","%","2008","38.9"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Proportion of births attended by skilled health personnel. Age group Total. Sex Total. Location Total","%","2011","48.7"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Proportion of births attended by skilled health personnel. Age group Total. Sex Total. Location Total","%","2013","38.1"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2000","112"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2001","109"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2002","105.9"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2003","102.9"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2004","99.8"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2005","96.6"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2006","93.4"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2007","90.3"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2008","87.3"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2009","84.3"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2010","81.5"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2011","78.8"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2012","76.2"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2013","73.8"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2014","71.5"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Infant mortality rate. Age group Under 1. Sex Total. Location Total","per 1,000 live births","2015","69.4"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2000","564728"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2001","563456"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2002","561640"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2003","559958"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2004","556786"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2005","551799"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2006","544082"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2007","536041"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2008","528031"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2009","519884"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2010","513166"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Number of infant deaths. Age group Under 1. Sex Total. Location Total","Number","2011","506889"
